,placekey,location_name,top_category,naics_code,poi_cbg
15325,242-222@628-pmd-y35,St Charles Borromeo Roman Catholic Church Rectory,Religious Organizations,813110,421010019002.0
15326,248-222@628-pm3-zpv,East South Asian Cuisine,Restaurants and Other Eating Places,722511,421010041021.0
15327,24j-222@628-pmb-btv,CVS,Health and Personal Care Stores,446110,421010011021.0
15328,24x-222@628-pm7-t5f,1900 Cafe,Restaurants and Other Eating Places,722511,421010037013.0
15329,26d-222@628-pm9-59f,Lou and Son Food Market,Grocery Stores,445110,421010040022.0
15330,zzw-222@628-p7x-xdv,Roosevelt Inn,Traveler Accommodation,721110,421010334002.0
15331,zzw-222@628-p8d-gc5,Salmon Beer Distributor,"Beer, Wine, and Liquor Stores",445310,421010183003.0
15332,zzw-222@628-p8m-9mk,Philadelphia Fire Department Engine 52,"Justice, Public Order, and Safety Activities",922160,421010321003.0
15333,zzw-222@628-pgd-x3q,CloudKitchens,Restaurants and Other Eating Places,722513,421010109001.0
15334,zzw-222@628-phm-2hq,World Mission Church,Religious Organizations,813110,421010269002.0
15335,zzw-222@628-phy-7wk,Carlson's Alignment & Repair,Automotive Repair and Maintenance,8111,421010287002.0
15336,zzw-222@628-phz-7yv,7 Brothers Supermarket,Grocery Stores,445110,421010286001.0
15337,zzw-222@628-pj5-sqz,Hunting Park Recreation Center,Other Amusement and Recreation Industries,713940,421010197005.0
15338,zzw-222@628-pm4-vj9,Firing Line,Other Amusement and Recreation Industries,713990,421010027021.0
15339,zzw-222@628-pmf-3bk,P F V Y Christian Street,Child Day Care Services,624410,421010019001.0
15340,zzw-222@628-pmf-4y9,Penn Sports Medicine Center,Offices of Other Health Practitioners,621340,421010369001.0
15341,zzw-222@628-pnx-6rk,Mission To Chinese Seamen,Religious Organizations,813110,421010367001.0
15342,zzw-224@628-phy-f2k,A & V Auto Tags,Administration of Economic Programs,926120,421010288001.0
15343,zzw-224@628-pm5-pd9,Mr Wings,Restaurants and Other Eating Places,722511,421010372004.0
15344,zzw-224@628-pmb-qcq,Burger Bytes,Restaurants and Other Eating Places,722513,421010366001.0
15345,zzw-225@628-pmf-k4v,Freire Cs,Elementary and Secondary Schools,611110,421010004011.0
15346,zzw-227@628-p9k-cyv,Orca Swim Club,Other Schools and Instruction,611620,421010360001.0
15347,zzy-222@628-pmb-jsq,River Beer Garden at Race Street Pier,Drinking Places (Alcoholic Beverages),722410,421010366001.0
15348,zzy-222@628-pmf-dd9,,,0,421010033002.0
15349,zzy-224@628-pnw-mhq,Lil Sum Sum,Restaurants and Other Eating Places,722511,421010142002.0
15350,zzy-225@628-p7w-v4v,Express Kabob & Grill,Restaurants and Other Eating Places,722511,421010334004.0
15351,zzz-222@628-pgm-9cq,East Fairmount Park,"Museums, Historical Sites, and Similar Institutions",712190,421019800001.0
15352,222-222@628-pgj-mzf,Creative Spaces For Little Faces,Child Day Care Services,624410,421010175003.0
15353,222-222@628-pgk-skf,Courtyard Philadelphia City Avenue,Traveler Accommodation,721110,421010122031.0
15354,222-222@628-pm6-3qz,Amazon Distribution,Warehousing and Storage,493110,421019807001.0
15355,222-222@628-pp4-rc5,Wawa,Grocery Stores,445120,421010378001.0
15356,222-222@63s-dwf-q4v,Snapbox Self Storage,Lessors of Real Estate,531130,421010055001.0
15357,223-222@628-p75-9cq,Davis Auto,Automobile Dealers,441120,421010349004.0
15358,223-223@628-pfw-tvz,Select Medical,Offices of Physicians,621111,421010205002.0
15359,223-223@63s-dw2-89z,Lucky Lottery Coffee House,Restaurants and Other Eating Places,722511,421010083022.0
15360,224-222@628-pg3-j35,Trolley Car Diner,Restaurants and Other Eating Places,722513,421010256003.0
15361,224-222@628-pmf-qzz,Neighborhood Books,Book Stores and News Dealers,451211,421010014001.0
15362,224-222@628-pnx-2rk,St Peter The Apostle School,Elementary and Secondary Schools,611110,421010142002.0
15363,224-222@63s-dvx-hyv,For The Love Of Jesus Evangelistic Church,Religious Organizations,813110,421010111005.0
15364,224-224@628-pp2-sdv,Metro by T-Mobile,Wired and Wireless Telecommunications Carriers,517312,421010379003.0
15365,224-226@628-pgb-grk,Goldie,Restaurants and Other Eating Places,722513,421010125002.0
15366,225-222@628-pg3-whq,Miss Marty's Preschool,Child Day Care Services,624410,421010252002.0
15367,225-222@628-php-vfz,Divine Treasures Child Care,Child Day Care Services,624410,421010249002.0
15368,225-222@628-phy-b49,Exxon Mobil,Gasoline Stations,447110,421010383001.0
15369,225-222@628-pmf-kvf,Academy of Social Dance Philadelphia,Other Amusement and Recreation Industries,713940,421010007001.0
15370,225-223@628-pp2-sdv,Save-A-Lot,Grocery Stores,445110,421010379003.0
15371,226-222@628-pgb-2kz,Clinical Nephrology Associates,Offices of Physicians,621111,421010002001.0
15372,226-222@628-pj5-ndv,Centro Nueva Creacion,Child Day Care Services,624410,421010195021.0
15373,228-222@628-pjf-kpv,Busy Bee Toys Chestnut Hill,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,421010387001.0
15374,229-222@628-phk-zxq,Your Child's World Learning Center,Child Day Care Services,624410,421010268001.0
15375,229-222@628-phq-f75,Relish,Restaurants and Other Eating Places,722511,421010265001.0
15376,229-222@628-pmb-66k,Xiandu Thai,Restaurants and Other Eating Places,722511,421010006001.0
15377,229-222@628-pmb-y7q,Bubblefish,Restaurants and Other Eating Places,722515,421010002001.0
15378,229-222@63s-dvz-hh5,Greater Vision Church Inc,Religious Organizations,813110,421010082005.0
15379,22b-222@628-pg4-w49,Explorer's Den Steaks and Hoagies,Restaurants and Other Eating Places,722511,421010279022.0
15380,22b-222@628-pnx-2x5,Xpressions Beauty Boutique II,Personal Care Services,81211,421010144001.0
15381,22c-222@628-pm3-tn5,The Whole Shebang,Other Amusement and Recreation Industries,713940,421010028022.0
15382,22d-222@628-pfz-bp9,Hidden River Yarns,"Sporting Goods, Hobby, and Musical Instrument Stores",451130,421010214001.0
15383,22d-222@628-phy-789,Mon's & Keo's Grocery,Grocery Stores,445110,421010288002.0
15384,22d-222@628-pmb-nt9,Philly Art Collective,Other Miscellaneous Store Retailers,453920,421010001002.0
15385,22f-222@628-pg3-xwk,Mt Vernon Baptist Church,Religious Organizations,813110,421010246002.0
15386,22f-222@628-pp4-kxq,Quick Stop 1,Grocery Stores,445120,421010161001.0
15387,22g-223@628-pm4-rtv,AJM Mechanical HVAC,Building Equipment Contractors,2382,421010027024.0
15388,22h-222@628-pp5-3wk,Fusion Tumbling & Fitness,Other Amusement and Recreation Industries,713940,421010161001.0
15389,22h-222@63s-dvq-jjv,The Breakfast Joint,Restaurants and Other Eating Places,722513,421010083023.0
15390,22h-223@628-p9s-2tv,8 Diamonds Pizza,Restaurants and Other Eating Places,722511,421010365021.0
15391,22h-224@628-pmb-7qz,Nick Deacon Fitness,Other Amusement and Recreation Industries,713940,421010009011.0
15392,22j-223@628-pg4-hh5,Small World Discovery Center,Elementary and Secondary Schools,611110,421010238003.0
15393,22k-222@628-pnz-p5f,Timothy Wilson and Son Auto Sales and Service,Automobile Dealers,441120,421010378002.0
15394,22k-222@63s-dvw-qcq,Grace Chinese Restaurant,Restaurants and Other Eating Places,722511,421010096001.0
15395,22m-223@628-pmc-2p9,Haley Quinn's Food Truck,Restaurants and Other Eating Places,722515,421010376002.0
15396,22p-222@63s-dvz-33q,46th Street Hair Salon,Personal Care Services,81211,421010086021.0
15397,22q-222@628-pg8-f75,Mt Lebanon Baptist Church,Religious Organizations,813110,421010151023.0
15398,22s-222@628-p8h-j35,St Petri Evangelical Lutheran Church of Tacony,Religious Organizations,813110,421010325003.0
15399,22s-222@628-pnx-fmk,Atonement Lutheran Church,Religious Organizations,813110,421010158001.0
15400,22t-222@628-pgd-vcq,Perfect Hands Unisex Salon,Personal Care Services,81211,421010108005.0
15401,22w-222@628-pgb-wrk,Olive Grove Missionary Baptist Church,Religious Organizations,813110,421010132002.0
15402,22z-222@628-p7w-835,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",524210,421010336001.0
15403,22z-222@628-pm7-x5z,South Philly Towing,Support Activities for Road Transportation,488410,421010033004.0
15404,22z-223@628-phz-bx5,Zion Lutheran Church Child Care,Child Day Care Services,624410,421010290003.0
15405,232-222@63s-dvq-jd9,Tabernacle Lutheran Church,Religious Organizations,813110,421010084006.0
15406,234-222@628-pm8-d7q,A & S Deli,Restaurants and Other Eating Places,722513,421010039023.0
15407,235-223@628-pj9-ht9,Papa Sam Pizza,Restaurants and Other Eating Places,722511,421010279012.0
15408,237-223@628-pm9-y5f,Ngon Ngon,Restaurants and Other Eating Places,722511,421010016002.0
15409,23b-222@63s-dvw-xbk,Hamilton Andrew Sch,Elementary and Secondary Schools,611110,421010084005.0
15410,23c-222@63s-dvw-w6k,Roslyn's Romper Room,Child Day Care Services,624410,421010084001.0
15411,23c-227@628-pm4-kzz,Mediterranea Rice Bowls,Restaurants and Other Eating Places,722513,421010023002.0
15412,23d-223@628-p8m-yd9,Fifty Shades of Gray Hair Studio,Personal Care Services,812199,421010316002.0
15413,23r-222@628-pmb-fxq,Happy Hour Dive Cart,Restaurants and Other Eating Places,722511,421010015001.0
15414,23s-222@628-p8m-wzf,Chickie's & Pete's,Restaurants and Other Eating Places,722511,421010320005.0
15415,244-222@628-pm4-yvz,Mab Paints,Building Material and Supplies Dealers,4441,421010019002.0
15416,249-222@628-pm4-9fz,Vivid Belle Lifestyle of the Active Beauty,Clothing Stores,4481,421010030022.0
15417,24q-222@63s-dwg-ghq,African Hair Braiding Shop,Personal Care Services,81211,421010062003.0
15418,24w-222@63s-dvr-8n5,Fairprice Movers,Specialized Freight Trucking,484210,421010066003.0
15419,24x-222@628-pm3-vpv,Passyunk Avenue Philly Bagels,Restaurants and Other Eating Places,722515,421010029001.0
15420,25b-222@628-pm7-qj9,Primera Iglesia Hispana Sur De Filadelfia Adulam,Religious Organizations,813110,421010037022.0
15421,25m-222@628-pm4-g6k,,,0,421010030013.0
15422,zzw-222@628-p6z-rkz,Wilson's Torresdale Grill,Restaurants and Other Eating Places,722513,421010349001.0
15423,zzw-222@628-pgb-qfz,YMCA,Individual and Family Services,624190,421010140003.0
15424,zzw-222@628-pm9-t9z,M Restaurant,Special Food Services,722320,421010009021.0
15425,zzw-222@628-pmb-5mk,Grocery,Grocery Stores,445110,421010006001.0
15426,zzw-222@628-pmf-pqf,DELIcious Bites,Grocery Stores,445120,421010012022.0
15427,zzw-222@63s-dvr-52k,Philadelphia Towing & Transport,Support Activities for Road Transportation,488410,421019809001.0
15428,zzw-222@63s-dvx-575,Christian Stronghold Baptist Church,Religious Organizations,813110,421010105002.0
15429,zzw-222@63s-dvy-zcq,ConocoPhillips,Gasoline Stations,447110,421010087012.0
15430,zzw-223@628-pm5-rzf,Taggart John H Sch,Elementary and Secondary Schools,611110,421010042022.0
15431,zzw-223@63s-dwf-t9z,Hibachi Grill & Supreme Buffet,Restaurants and Other Eating Places,722513,421010056001.0
15432,zzw-225@628-pmd-sbk,Jade Garden,Restaurants and Other Eating Places,722511,421010013001.0
15433,zzw-225@628-pmf-mp9,Spike's Trophies Ltd,Other Miscellaneous Store Retailers,453998,421010004022.0
15434,zzw-226@63s-dvq-vzz,Fine Wine and Good Spirits,"Beer, Wine, and Liquor Stores",445310,421010066001.0
15435,zzw-227@628-pm9-sdv,,,0,421010001002.0
15436,zzw-22c@628-p8j-ct9,Reale's Restaurant & Bar,Restaurants and Other Eating Places,722511,421010326001.0
15437,zzw-22s@628-phz-zj9,Terry Adirim MD MPH,Offices of Physicians,621111,421010383001.0
15438,zzw-22x@628-pgf-2ff,Ramon R Diaz Arrastia MD PhD,Offices of Physicians,621111,421010091002.0
15439,zzy-223@628-pj9-9cq,Animal Medical Center,"Other Professional, Scientific, and Technical Services",541940,421010282001.0
15440,zzy-223@628-pm5-fj9,R& D Christmas Trees & More,"Greenhouse, Nursery, and Floriculture Production",111421,421010372004.0
15441,zzy-223@628-pp4-wx5,Ministerio Evangelistico La Luz Del Mundo Inc,Religious Organizations,813110,421010163002.0
15442,zzy-223@63s-dvw-c89,St Joseph Baptist Church,Religious Organizations,813110,421010094002.0
15443,zzy-224@628-pmf-y7q,WhamBamz,Special Food Services,722320,421010369003.0
15444,zzy-227@628-p9w-yd9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,421010359001.0
15445,zzz-222@628-pfy-y9z,Wissahickon Neighbors Playground,Other Amusement and Recreation Industries,713990,421010210005.0
15446,zzz-222@63s-dvy-3nq,GrayS Ferry Crescent,"Museums, Historical Sites, and Similar Institutions",712190,421010033002.0
15447,222-222@628-p7c-389,Wawa,Grocery Stores,445120,421010353022.0
15448,222-222@628-pgc-zmk,Home Stone Bakeries,Bakeries and Tortilla Manufacturing,311811,421010111001.0
15449,222-222@628-pgj-hh5,Temple Town Pizza & Grill,Restaurants and Other Eating Places,722511,421010153004.0
15450,222-222@628-phq-qcq,Rowen William Sch,Elementary and Secondary Schools,611110,421010266001.0
15451,222-222@628-pmb-y7q,Sunshine Furniture & Lighting,Furniture Stores,442110,421010002001.0
15452,222-222@63s-dvw-td9,JACkson Service Company,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423730,421010095001.0
15453,222-223@628-pj2-2c5,M& S AUTO BODY AND REPAIR,Automotive Repair and Maintenance,8111,421010383001.0
15454,223-222@628-p9k-rkz,Mechanical Safety Equipment Corp,Other Miscellaneous Manufacturing,3399,421010360001.0
15455,223-222@628-pp2-rzf,Mavis Discount Tire,Automotive Repair and Maintenance,811111,421010379003.0
15456,223-223@628-pm8-rx5,Radisson,Traveler Accommodation,721110,421010373002.0
15457,224-222@628-pg9-w8v,BPM Fitness,Other Amusement and Recreation Industries,713940,421010125002.0
15458,224-222@628-ph6-vpv,Places And Spaces For Growth Learning Center,Child Day Care Services,624410,421010375001.0
15459,224-226@628-pm9-v2k,Penn Medicine,Offices of Physicians,621111,421010009021.0
15460,224-229@628-pmb-7h5,Walnut Street Pizza,Restaurants and Other Eating Places,722511,421010008042.0
15461,225-222@628-p7y-hbk,Tang Pharmacy III,Health and Personal Care Stores,446110,421010307002.0
15462,225-222@628-p9w-sbk,David Albert Stained Glass Studio,Glass and Glass Product Manufacturing,327212,421010365013.0
15463,225-222@628-phq-rkz,West Oak Lane Church of God,Religious Organizations,813110,421010263023.0
15464,225-222@63s-dvx-fcq,Tasties,Restaurants and Other Eating Places,722511,421010111003.0
15465,225-223@628-p86-7yv,McGovern's All Pro Auto Service,Automotive Repair and Maintenance,8111,421010341005.0
15466,226-222@628-pm9-g6k,Uncle Oogie's,Restaurants and Other Eating Places,722511,421010038002.0
15467,227-222@628-pm7-mc5,Uncle Tomy's,Restaurants and Other Eating Places,722513,421010032006.0
15468,227-222@628-pmb-5fz,Porta,Restaurants and Other Eating Places,722511,421010006001.0
15469,227-223@628-pmf-mrk,Elixr Coffee Roasters,Restaurants and Other Eating Places,722515,421010004022.0
15470,228-222@63s-dvx-vfz,Faith Chapel Baptist Church,Religious Organizations,813110,421010074002.0
15471,228-227@628-p85-hkf,Lumpy Magee's Grub & Pub,Drinking Places (Alcoholic Beverages),722410,421010346001.0
15472,229-222@628-p7z-8d9,Chase's Hop Shop,Restaurants and Other Eating Places,722513,421010307001.0
15473,229-223@628-p86-gx5,McLaughlin Robt H Lpt,Other Amusement and Recreation Industries,713940,421010341004.0
15474,229-223@628-pmf-s89,Jeffrey Miller Catering,Special Food Services,722320,421010008043.0
15475,22b-222@628-p7v-g49,Philadelphia Fire Department Engine 71,"Justice, Public Order, and Safety Activities",922160,421010310001.0
15476,22b-222@628-p7w-wp9,Mayfair Imports,Automobile Dealers,441120,421010315013.0
15477,22b-222@628-pgh-fxq,Roy's Auto Services,Automotive Repair and Maintenance,8111,421010202002.0
15478,22f-222@628-p7v-gtv,DiGiulio Physical Therapy & Wellness,Offices of Other Health Practitioners,621340,421010335001.0
15479,22f-222@628-p9r-k9f,Creations by Francie,"Jewelry, Luggage, and Leather Goods Stores",448310,421010355003.0
15480,22g-222@63s-dvq-7kf,Trans Drug Store,Health and Personal Care Stores,446110,421010085004.0
15481,22g-223@628-pfy-zfz,The Rook Manayunk,Restaurants and Other Eating Places,722511,421010210004.0
15482,22h-222@628-pgg-f4v,Capital Restaurant Breakfast And Lunch,Restaurants and Other Eating Places,722511,421010173002.0
15483,22j-222@628-p8h-hyv,United States Postal Service (USPS),Postal Service,491110,421010325003.0
15484,22j-224@628-p9w-wzf,Pcnak Inc,Religious Organizations,813110,421010358001.0
15485,22k-222@628-p7w-59f,Espresso Cafe & Sushi Bar,Restaurants and Other Eating Places,722511,421010336002.0
15486,22k-222@628-pgb-td9,AAA Sunflower Florist Inc,Florists,453110,421010376002.0
15487,22n-223@628-ph6-q2k,A Tutoring & Learning Center,Other Schools and Instruction,611691,421010113002.0
15488,22p-222@628-phz-9zz,Christ Temple Church,Religious Organizations,813110,421010274013.0
15489,22p-222@628-pmf-j7q,The Upstairs Bar,Drinking Places (Alcoholic Beverages),722410,421010007002.0
15490,22p-223@628-pmb-kzz,Gourmet of Olde City,"Office Supplies, Stationery, and Gift Stores",453220,421010001001.0
15491,22r-222@63s-dvy-x89,Hadramout,Restaurants and Other Eating Places,722511,421010086021.0
15492,22t-222@628-pgc-h89,Sanctuary Fellowship Worship Center And Beacon House Ministries,Religious Organizations,813110,421010110003.0
15493,22t-222@628-pnw-x89,Pretty Girls Cook,Restaurants and Other Eating Places,722511,421010141001.0
15494,22x-222@628-pg9-wc5,Fairmount Pharmacy Inc,Health and Personal Care Stores,446110,421010134023.0
15495,22y-222@628-p89-rff,Earthstar Bank,Depository Credit Intermediation,522110,421010184002.0
15496,233-222@628-ph6-kmk,Prosperity Home Care,Home Health Care Services,621610,421010119005.0
15497,234-222@628-pg4-qcq,Calvary Holiness Temple Of Apostolic Faith,Religious Organizations,813110,421010247004.0
